CRNumber,CRLength,HNumber,HLength,NHE,MortSlope,EradTime
1,61,100,12,0.2,3.104982e-06,1200
1,61,100,12,0.2,3.44998e-06,1200
1,61,100,60,0,0,1161
1,61,100,60,0,3.44998e-07,829
1,61,100,60,0,6.89996e-07,818
1,61,100,60,0,1.034994e-06,811
1,61,100,60,0,1.379992e-06,805
1,61,100,60,0,1.72499e-06,800
1,61,100,60,0,2.069988e-06,796
1,61,100,60,0,2.414986e-06,793
1,61,100,60,0,2.759984e-06,789
1,61,100,60,0,3.104982e-06,787
1,61,100,60,0,3.44998e-06,784
1,61,100,60,0.001,0,1200
1,61,100,60,0.001,3.44998e-07,873
1,61,100,60,0.001,6.89996e-07,858
1,61,100,60,0.001,1.034994e-06,849
1,61,100,60,0.001,1.379992e-06,842
1,61,100,60,0.001,1.72499e-06,836
1,61,100,60,0.001,2.069988e-06,831
1,61,100,60,0.001,2.414986e-06,827
1,61,100,60,0.001,2.759984e-06,823
1,61,100,60,0.001,3.104982e-06,820
1,61,100,60,0.001,3.44998e-06,817
1,61,100,60,0.005,0,1200
1,61,100,60,0.005,3.44998e-07,1076
1,61,100,60,0.005,6.89996e-07,1048
1,61,100,60,0.005,1.034994e-06,1031
1,61,100,60,0.005,1.379992e-06,1019
1,61,100,60,0.005,1.72499e-06,1009
1,61,100,60,0.005,2.069988e-06,1001
1,61,100,60,0.005,2.414986e-06,993
1,61,100,60,0.005,2.759984e-06,987
1,61,100,60,0.005,3.104982e-06,981
1,61,100,60,0.005,3.44998e-06,976
1,61,100,60,0.01,0,1200
1,61,100,60,0.01,3.44998e-07,1200
1,61,100,60,0.01,6.89996e-07,1200
1,61,100,60,0.01,1.034994e-06,1200
1,61,100,60,0.01,1.379992e-06,1200
1,61,100,60,0.01,1.72499e-06,1200
1,61,100,60,0.01,2.069988e-06,1200
1,61,100,60,0.01,2.414986e-06,1200
1,61,100,60,0.01,2.759984e-06,1200
1,61,100,60,0.01,3.104982e-06,1200
1,61,100,60,0.01,3.44998e-06,1200
1,61,100,60,0.05,0,1200
1,61,100,60,0.05,3.44998e-07,1200
1,61,100,60,0.05,6.89996e-07,1200
1,61,100,60,0.05,1.034994e-06,1200
1,61,100,60,0.05,1.379992e-06,1200
1,61,100,60,0.05,1.72499e-06,1200
1,61,100,60,0.05,2.069988e-06,1200
1,61,100,60,0.05,2.414986e-06,1200
1,61,100,60,0.05,2.759984e-06,1200
1,61,100,60,0.05,3.104982e-06,1200
1,61,100,60,0.05,3.44998e-06,1200
1,61,100,60,0.1,0,1200
1,61,100,60,0.1,3.44998e-07,1200
1,61,100,60,0.1,6.89996e-07,1200
1,61,100,60,0.1,1.034994e-06,1200
1,61,100,60,0.1,1.379992e-06,1200
1,61,100,60,0.1,1.72499e-06,1200
1,61,100,60,0.1,2.069988e-06,1200
1,61,100,60,0.1,2.414986e-06,1200
1,61,100,60,0.1,2.759984e-06,1200
1,61,100,60,0.1,3.104982e-06,1200
1,61,100,60,0.1,3.44998e-06,1200
1,61,100,60,0.15,0,1200
1,61,100,60,0.15,3.44998e-07,1200
1,61,100,60,0.15,6.89996e-07,1200
1,61,100,60,0.15,1.034994e-06,1200
1,61,100,60,0.15,1.379992e-06,1200
1,61,100,60,0.15,1.72499e-06,1200
1,61,100,60,0.15,2.069988e-06,1200
1,61,100,60,0.15,2.414986e-06,1200
1,61,100,60,0.15,2.759984e-06,1200
1,61,100,60,0.15,3.104982e-06,1200
1,61,100,60,0.15,3.44998e-06,1200
1,61,100,60,0.2,0,1200
1,61,100,60,0.2,3.44998e-07,1200
1,61,100,60,0.2,6.89996e-07,1200
1,61,100,60,0.2,1.034994e-06,1200
1,61,100,60,0.2,1.379992e-06,1200
1,61,100,60,0.2,1.72499e-06,1200
1,61,100,60,0.2,2.069988e-06,1200
1,61,100,60,0.2,2.414986e-06,1200
1,61,100,60,0.2,2.759984e-06,1200
1,61,100,60,0.2,3.104982e-06,1200
1,61,100,60,0.2,3.44998e-06,1200
1,61,100,120,0,0,1161
1,61,100,120,0,3.44998e-07,829
1,61,100,120,0,6.89996e-07,818
1,61,100,120,0,1.034994e-06,810
1,61,100,120,0,1.379992e-06,805
1,61,100,120,0,1.72499e-06,800
1,61,100,120,0,2.069988e-06,796
1,61,100,120,0,2.414986e-06,792
1,61,100,120,0,2.759984e-06,789
1,61,100,120,0,3.104982e-06,786
1,61,100,120,0,3.44998e-06,783
1,61,100,120,0.001,0,1200
1,61,100,120,0.001,3.44998e-07,873
1,61,100,120,0.001,6.89996e-07,858
1,61,100,120,0.001,1.034994e-06,849
1,61,100,120,0.001,1.379992e-06,842
1,61,100,120,0.001,1.72499e-06,836
1,61,100,120,0.001,2.069988e-06,831
1,61,100,120,0.001,2.414986e-06,827
1,61,100,120,0.001,2.759984e-06,823
1,61,100,120,0.001,3.104982e-06,819
1,61,100,120,0.001,3.44998e-06,816
1,61,100,120,0.005,0,1200
1,61,100,120,0.005,3.44998e-07,1076
1,61,100,120,0.005,6.89996e-07,1048
1,61,100,120,0.005,1.034994e-06,1031
1,61,100,120,0.005,1.379992e-06,1019
1,61,100,120,0.005,1.72499e-06,1009
1,61,100,120,0.005,2.069988e-06,1000
1,61,100,120,0.005,2.414986e-06,993
1,61,100,120,0.005,2.759984e-06,987
1,61,100,120,0.005,3.104982e-06,981
1,61,100,120,0.005,3.44998e-06,976
1,61,100,120,0.01,0,1200
1,61,100,120,0.01,3.44998e-07,1200
1,61,100,120,0.01,6.89996e-07,1200
1,61,100,120,0.01,1.034994e-06,1200
1,61,100,120,0.01,1.379992e-06,1200
1,61,100,120,0.01,1.72499e-06,1200
1,61,100,120,0.01,2.069988e-06,1200
1,61,100,120,0.01,2.414986e-06,1200
1,61,100,120,0.01,2.759984e-06,1200
1,61,100,120,0.01,3.104982e-06,1200
1,61,100,120,0.01,3.44998e-06,1200
1,61,100,120,0.05,0,1200
1,61,100,120,0.05,3.44998e-07,1200
1,61,100,120,0.05,6.89996e-07,1200
1,61,100,120,0.05,1.034994e-06,1200
1,61,100,120,0.05,1.379992e-06,1200
1,61,100,120,0.05,1.72499e-06,1200
1,61,100,120,0.05,2.069988e-06,1200
1,61,100,120,0.05,2.414986e-06,1200
1,61,100,120,0.05,2.759984e-06,1200
1,61,100,120,0.05,3.104982e-06,1200
1,61,100,120,0.05,3.44998e-06,1200
1,61,100,120,0.1,0,1200
1,61,100,120,0.1,3.44998e-07,1200
1,61,100,120,0.1,6.89996e-07,1200
1,61,100,120,0.1,1.034994e-06,1200
1,61,100,120,0.1,1.379992e-06,1200
1,61,100,120,0.1,1.72499e-06,1200
1,61,100,120,0.1,2.069988e-06,1200
1,61,100,120,0.1,2.414986e-06,1200
1,61,100,120,0.1,2.759984e-06,1200
1,61,100,120,0.1,3.104982e-06,1200
1,61,100,120,0.1,3.44998e-06,1200
1,61,100,120,0.15,0,1200
1,61,100,120,0.15,3.44998e-07,1200
1,61,100,120,0.15,6.89996e-07,1200
1,61,100,120,0.15,1.034994e-06,1200
1,61,100,120,0.15,1.379992e-06,1200
1,61,100,120,0.15,1.72499e-06,1200
1,61,100,120,0.15,2.069988e-06,1200
1,61,100,120,0.15,2.414986e-06,1200
1,61,100,120,0.15,2.759984e-06,1200
1,61,100,120,0.15,3.104982e-06,1200
1,61,100,120,0.15,3.44998e-06,1200
1,61,100,120,0.2,0,1200
1,61,100,120,0.2,3.44998e-07,1200
1,61,100,120,0.2,6.89996e-07,1200
1,61,100,120,0.2,1.034994e-06,1200
1,61,100,120,0.2,1.379992e-06,1200
1,61,100,120,0.2,1.72499e-06,1200
1,61,100,120,0.2,2.069988e-06,1200
1,61,100,120,0.2,2.414986e-06,1200
1,61,100,120,0.2,2.759984e-06,1200
1,61,100,120,0.2,3.104982e-06,1200
1,61,100,120,0.2,3.44998e-06,1200
1,61,100,1200,0,0,1076
1,61,100,1200,0,3.44998e-07,725
1,61,100,1200,0,6.89996e-07,710
1,61,100,1200,0,1.034994e-06,701
1,61,100,1200,0,1.379992e-06,693
1,61,100,1200,0,1.72499e-06,687
1,61,100,1200,0,2.069988e-06,681
1,61,100,1200,0,2.414986e-06,677
1,61,100,1200,0,2.759984e-06,672
1,61,100,1200,0,3.104982e-06,668
1,61,100,1200,0,3.44998e-06,664
1,61,100,1200,0.001,0,1200
1,61,100,1200,0.001,3.44998e-07,740
1,61,100,1200,0.001,6.89996e-07,723
1,61,100,1200,0.001,1.034994e-06,713
1,61,100,1200,0.001,1.379992e-06,704
1,61,100,1200,0.001,1.72499e-06,697
1,61,100,1200,0.001,2.069988e-06,691
1,61,100,1200,0.001,2.414986e-06,686
1,61,100,1200,0.001,2.759984e-06,681
1,61,100,1200,0.001,3.104982e-06,677
1,61,100,1200,0.001,3.44998e-06,673
1,61,100,1200,0.005,0,1200
1,61,100,1200,0.005,3.44998e-07,807
1,61,100,1200,0.005,6.89996e-07,780
1,61,100,1200,0.005,1.034994e-06,763
1,61,100,1200,0.005,1.379992e-06,751
1,61,100,1200,0.005,1.72499e-06,741
1,61,100,1200,0.005,2.069988e-06,733
1,61,100,1200,0.005,2.414986e-06,726
1,61,100,1200,0.005,2.759984e-06,719
1,61,100,1200,0.005,3.104982e-06,714
1,61,100,1200,0.005,3.44998e-06,708
1,61,100,1200,0.01,0,1200
1,61,100,1200,0.01,3.44998e-07,918
1,61,100,1200,0.01,6.89996e-07,869
1,61,100,1200,0.01,1.034994e-06,841
1,61,100,1200,0.01,1.379992e-06,821
1,61,100,1200,0.01,1.72499e-06,806
1,61,100,1200,0.01,2.069988e-06,793
1,61,100,1200,0.01,2.414986e-06,783
1,61,100,1200,0.01,2.759984e-06,774
1,61,100,1200,0.01,3.104982e-06,766
1,61,100,1200,0.01,3.44998e-06,758
1,61,100,1200,0.05,0,1200
1,61,100,1200,0.05,3.44998e-07,1200
1,61,100,1200,0.05,6.89996e-07,1200
1,61,100,1200,0.05,1.034994e-06,1200
1,61,100,1200,0.05,1.379992e-06,1200
1,61,100,1200,0.05,1.72499e-06,1200
1,61,100,1200,0.05,2.069988e-06,1200
1,61,100,1200,0.05,2.414986e-06,1200
1,61,100,1200,0.05,2.759984e-06,1200
1,61,100,1200,0.05,3.104982e-06,1200
1,61,100,1200,0.05,3.44998e-06,1200
1,61,100,1200,0.1,0,1200
1,61,100,1200,0.1,3.44998e-07,1200
1,61,100,1200,0.1,6.89996e-07,1200
1,61,100,1200,0.1,1.034994e-06,1200
1,61,100,1200,0.1,1.379992e-06,1200
1,61,100,1200,0.1,1.72499e-06,1200
1,61,100,1200,0.1,2.069988e-06,1200
1,61,100,1200,0.1,2.414986e-06,1200
1,61,100,1200,0.1,2.759984e-06,1200
1,61,100,1200,0.1,3.104982e-06,1200
1,61,100,1200,0.1,3.44998e-06,1200
1,61,100,1200,0.15,0,1200
1,61,100,1200,0.15,3.44998e-07,1200
1,61,100,1200,0.15,6.89996e-07,1200
1,61,100,1200,0.15,1.034994e-06,1200
1,61,100,1200,0.15,1.379992e-06,1200
1,61,100,1200,0.15,1.72499e-06,1200
1,61,100,1200,0.15,2.069988e-06,1200
1,61,100,1200,0.15,2.414986e-06,1200
1,61,100,1200,0.15,2.759984e-06,1200
1,61,100,1200,0.15,3.104982e-06,1200
1,61,100,1200,0.15,3.44998e-06,1200
1,61,100,1200,0.2,0,1200
1,61,100,1200,0.2,3.44998e-07,1200
1,61,100,1200,0.2,6.89996e-07,1200
1,61,100,1200,0.2,1.034994e-06,1200
1,61,100,1200,0.2,1.379992e-06,1200
1,61,100,1200,0.2,1.72499e-06,1200
1,61,100,1200,0.2,2.069988e-06,1200
1,61,100,1200,0.2,2.414986e-06,1200
1,61,100,1200,0.2,2.759984e-06,1200
1,61,100,1200,0.2,3.104982e-06,1200
1,61,100,1200,0.2,3.44998e-06,1200
1,61,500,12,0,0,1157
1,61,500,12,0,3.44998e-07,828
1,61,500,12,0,6.89996e-07,816
1,61,500,12,0,1.034994e-06,809
1,61,500,12,0,1.379992e-06,803
1,61,500,12,0,1.72499e-06,798
1,61,500,12,0,2.069988e-06,794
1,61,500,12,0,2.414986e-06,790
1,61,500,12,0,2.759984e-06,787
1,61,500,12,0,3.104982e-06,784
1,61,500,12,0,3.44998e-06,781
1,61,500,12,0.001,0,1200
1,61,500,12,0.001,3.44998e-07,871
1,61,500,12,0.001,6.89996e-07,856
1,61,500,12,0.001,1.034994e-06,847
1,61,500,12,0.001,1.379992e-06,840
1,61,500,12,0.001,1.72499e-06,834
1,61,500,12,0.001,2.069988e-06,829
1,61,500,12,0.001,2.414986e-06,825
1,61,500,12,0.001,2.759984e-06,821
1,61,500,12,0.001,3.104982e-06,817
1,61,500,12,0.001,3.44998e-06,814
1,61,500,12,0.005,0,1200
1,61,500,12,0.005,3.44998e-07,1074
1,61,500,12,0.005,6.89996e-07,1046
1,61,500,12,0.005,1.034994e-06,1029
1,61,500,12,0.005,1.379992e-06,1017
1,61,500,12,0.005,1.72499e-06,1007
1,61,500,12,0.005,2.069988e-06,998
1,61,500,12,0.005,2.414986e-06,991
1,61,500,12,0.005,2.759984e-06,985
1,61,500,12,0.005,3.104982e-06,979
1,61,500,12,0.005,3.44998e-06,974
1,61,500,12,0.01,0,1200
1,61,500,12,0.01,3.44998e-07,1200
1,61,500,12,0.01,6.89996e-07,1200
1,61,500,12,0.01,1.034994e-06,1200
1,61,500,12,0.01,1.379992e-06,1200
1,61,500,12,0.01,1.72499e-06,1200
1,61,500,12,0.01,2.069988e-06,1200
1,61,500,12,0.01,2.414986e-06,1200
1,61,500,12,0.01,2.759984e-06,1200
1,61,500,12,0.01,3.104982e-06,1200
1,61,500,12,0.01,3.44998e-06,1200
1,61,500,12,0.05,0,1200
1,61,500,12,0.05,3.44998e-07,1200
1,61,500,12,0.05,6.89996e-07,1200
1,61,500,12,0.05,1.034994e-06,1200
1,61,500,12,0.05,1.379992e-06,1200
1,61,500,12,0.05,1.72499e-06,1200
1,61,500,12,0.05,2.069988e-06,1200
1,61,500,12,0.05,2.414986e-06,1200
1,61,500,12,0.05,2.759984e-06,1200
1,61,500,12,0.05,3.104982e-06,1200
1,61,500,12,0.05,3.44998e-06,1200
1,61,500,12,0.1,0,1200
1,61,500,12,0.1,3.44998e-07,1200
1,61,500,12,0.1,6.89996e-07,1200
1,61,500,12,0.1,1.034994e-06,1200
1,61,500,12,0.1,1.379992e-06,1200
1,61,500,12,0.1,1.72499e-06,1200
1,61,500,12,0.1,2.069988e-06,1200
1,61,500,12,0.1,2.414986e-06,1200
1,61,500,12,0.1,2.759984e-06,1200
1,61,500,12,0.1,3.104982e-06,1200
1,61,500,12,0.1,3.44998e-06,1200
1,61,500,12,0.15,0,1200
1,61,500,12,0.15,3.44998e-07,1200
1,61,500,12,0.15,6.89996e-07,1200
1,61,500,12,0.15,1.034994e-06,1200
1,61,500,12,0.15,1.379992e-06,1200
1,61,500,12,0.15,1.72499e-06,1200
1,61,500,12,0.15,2.069988e-06,1200
1,61,500,12,0.15,2.414986e-06,1200
1,61,500,12,0.15,2.759984e-06,1200
1,61,500,12,0.15,3.104982e-06,1200
1,61,500,12,0.15,3.44998e-06,1200
1,61,500,12,0.2,0,1200
1,61,500,12,0.2,3.44998e-07,1200
1,61,500,12,0.2,6.89996e-07,1200
1,61,500,12,0.2,1.034994e-06,1200
1,61,500,12,0.2,1.379992e-06,1200
1,61,500,12,0.2,1.72499e-06,1200
1,61,500,12,0.2,2.069988e-06,1200
1,61,500,12,0.2,2.414986e-06,1200
1,61,500,12,0.2,2.759984e-06,1200
1,61,500,12,0.2,3.104982e-06,1200
1,61,500,12,0.2,3.44998e-06,1200
1,61,500,60,0,0,1157
1,61,500,60,0,3.44998e-07,827
1,61,500,60,0,6.89996e-07,815
1,61,500,60,0,1.034994e-06,808
1,61,500,60,0,1.379992e-06,802
1,61,500,60,0,1.72499e-06,797
1,61,500,60,0,2.069988e-06,793
1,61,500,60,0,2.414986e-06,789
1,61,500,60,0,2.759984e-06,785
1,61,500,60,0,3.104982e-06,782
1,61,500,60,0,3.44998e-06,779
1,61,500,60,0.001,0,1200
1,61,500,60,0.001,3.44998e-07,871
1,61,500,60,0.001,6.89996e-07,856
1,61,500,60,0.001,1.034994e-06,846
1,61,500,60,0.001,1.379992e-06,839
1,61,500,60,0.001,1.72499e-06,833
1,61,500,60,0.001,2.069988e-06,828
1,61,500,60,0.001,2.414986e-06,823
1,61,500,60,0.001,2.759984e-06,819
1,61,500,60,0.001,3.104982e-06,815
1,61,500,60,0.001,3.44998e-06,812
1,61,500,60,0.005,0,1200
1,61,500,60,0.005,3.44998e-07,1073
1,61,500,60,0.005,6.89996e-07,1045
1,61,500,60,0.005,1.034994e-06,1028
1,61,500,60,0.005,1.379992e-06,1016
1,61,500,60,0.005,1.72499e-06,1005
1,61,500,60,0.005,2.069988e-06,997
1,61,500,60,0.005,2.414986e-06,989
1,61,500,60,0.005,2.759984e-06,983
1,61,500,60,0.005,3.104982e-06,977
1,61,500,60,0.005,3.44998e-06,971
1,61,500,60,0.01,0,1200
1,61,500,60,0.01,3.44998e-07,1200
1,61,500,60,0.01,6.89996e-07,1200
1,61,500,60,0.01,1.034994e-06,1200
1,61,500,60,0.01,1.379992e-06,1200
1,61,500,60,0.01,1.72499e-06,1200
1,61,500,60,0.01,2.069988e-06,1200
1,61,500,60,0.01,2.414986e-06,1200
1,61,500,60,0.01,2.759984e-06,1200
1,61,500,60,0.01,3.104982e-06,1200
1,61,500,60,0.01,3.44998e-06,1200
1,61,500,60,0.05,0,1200
1,61,500,60,0.05,3.44998e-07,1200
1,61,500,60,0.05,6.89996e-07,1200
1,61,500,60,0.05,1.034994e-06,1200
1,61,500,60,0.05,1.379992e-06,1200
1,61,500,60,0.05,1.72499e-06,1200
1,61,500,60,0.05,2.069988e-06,1200
1,61,500,60,0.05,2.414986e-06,1200
1,61,500,60,0.05,2.759984e-06,1200
1,61,500,60,0.05,3.104982e-06,1200
1,61,500,60,0.05,3.44998e-06,1200
1,61,500,60,0.1,0,1200
1,61,500,60,0.1,3.44998e-07,1200
1,61,500,60,0.1,6.89996e-07,1200
1,61,500,60,0.1,1.034994e-06,1200
1,61,500,60,0.1,1.379992e-06,1200
1,61,500,60,0.1,1.72499e-06,1200
1,61,500,60,0.1,2.069988e-06,1200
1,61,500,60,0.1,2.414986e-06,1200
1,61,500,60,0.1,2.759984e-06,1200
1,61,500,60,0.1,3.104982e-06,1200
1,61,500,60,0.1,3.44998e-06,1200
1,61,500,60,0.15,0,1200
1,61,500,60,0.15,3.44998e-07,1200
1,61,500,60,0.15,6.89996e-07,1200
1,61,500,60,0.15,1.034994e-06,1200
1,61,500,60,0.15,1.379992e-06,1200
1,61,500,60,0.15,1.72499e-06,1200
1,61,500,60,0.15,2.069988e-06,1200
1,61,500,60,0.15,2.414986e-06,1200
1,61,500,60,0.15,2.759984e-06,1200
1,61,500,60,0.15,3.104982e-06,1200
1,61,500,60,0.15,3.44998e-06,1200
1,61,500,60,0.2,0,1200
1,61,500,60,0.2,3.44998e-07,1200
1,61,500,60,0.2,6.89996e-07,1200
1,61,500,60,0.2,1.034994e-06,1200
1,61,500,60,0.2,1.379992e-06,1200
1,61,500,60,0.2,1.72499e-06,1200
1,61,500,60,0.2,2.069988e-06,1200
1,61,500,60,0.2,2.414986e-06,1200
1,61,500,60,0.2,2.759984e-06,1200
1,61,500,60,0.2,3.104982e-06,1200
1,61,500,60,0.2,3.44998e-06,1200
1,61,500,120,0,0,1157
1,61,500,120,0,3.44998e-07,827
1,61,500,120,0,6.89996e-07,815
1,61,500,120,0,1.034994e-06,807
1,61,500,120,0,1.379992e-06,801
1,61,500,120,0,1.72499e-06,796
1,61,500,120,0,2.069988e-06,791
1,61,500,120,0,2.414986e-06,787
1,61,500,120,0,2.759984e-06,784
1,61,500,120,0,3.104982e-06,780
1,61,500,120,0,3.44998e-06,777
1,61,500,120,0.001,0,1200
1,61,500,120,0.001,3.44998e-07,870
1,61,500,120,0.001,6.89996e-07,855
1,61,500,120,0.001,1.034994e-06,845
1,61,500,120,0.001,1.379992e-06,838
1,61,500,120,0.001,1.72499e-06,832
1,61,500,120,0.001,2.069988e-06,826
1,61,500,120,0.001,2.414986e-06,822
1,61,500,120,0.001,2.759984e-06,817
1,61,500,120,0.001,3.104982e-06,813
1,61,500,120,0.001,3.44998e-06,810
1,61,500,120,0.005,0,1200
1,61,500,120,0.005,3.44998e-07,1073
1,61,500,120,0.005,6.89996e-07,1045
1,61,500,120,0.005,1.034994e-06,1028
1,61,500,120,0.005,1.379992e-06,1015
1,61,500,120,0.005,1.72499e-06,1004
1,61,500,120,0.005,2.069988e-06,996
1,61,500,120,0.005,2.414986e-06,988
1,61,500,120,0.005,2.759984e-06,981
1,61,500,120,0.005,3.104982e-06,975
1,61,500,120,0.005,3.44998e-06,969
1,61,500,120,0.01,0,1200
1,61,500,120,0.01,3.44998e-07,1200
1,61,500,120,0.01,6.89996e-07,1200
1,61,500,120,0.01,1.034994e-06,1200
1,61,500,120,0.01,1.379992e-06,1200
1,61,500,120,0.01,1.72499e-06,1200
1,61,500,120,0.01,2.069988e-06,1200
1,61,500,120,0.01,2.414986e-06,1200
1,61,500,120,0.01,2.759984e-06,1200
1,61,500,120,0.01,3.104982e-06,1200
1,61,500,120,0.01,3.44998e-06,1200
1,61,500,120,0.05,0,1200
1,61,500,120,0.05,3.44998e-07,1200
1,61,500,120,0.05,6.89996e-07,1200
1,61,500,120,0.05,1.034994e-06,1200
1,61,500,120,0.05,1.379992e-06,1200
1,61,500,120,0.05,1.72499e-06,1200
1,61,500,120,0.05,2.069988e-06,1200
1,61,500,120,0.05,2.414986e-06,1200
1,61,500,120,0.05,2.759984e-06,1200
1,61,500,120,0.05,3.104982e-06,1200
1,61,500,120,0.05,3.44998e-06,1200
1,61,500,120,0.1,0,1200
1,61,500,120,0.1,3.44998e-07,1200
1,61,500,120,0.1,6.89996e-07,1200
1,61,500,120,0.1,1.034994e-06,1200
1,61,500,120,0.1,1.379992e-06,1200
1,61,500,120,0.1,1.72499e-06,1200
1,61,500,120,0.1,2.069988e-06,1200
1,61,500,120,0.1,2.414986e-06,1200
1,61,500,120,0.1,2.759984e-06,1200
1,61,500,120,0.1,3.104982e-06,1200
1,61,500,120,0.1,3.44998e-06,1200
1,61,500,120,0.15,0,1200
1,61,500,120,0.15,3.44998e-07,1200
1,61,500,120,0.15,6.89996e-07,1200
1,61,500,120,0.15,1.034994e-06,1200
1,61,500,120,0.15,1.379992e-06,1200
1,61,500,120,0.15,1.72499e-06,1200
1,61,500,120,0.15,2.069988e-06,1200
1,61,500,120,0.15,2.414986e-06,1200
1,61,500,120,0.15,2.759984e-06,1200
1,61,500,120,0.15,3.104982e-06,1200
1,61,500,120,0.15,3.44998e-06,1200
1,61,500,120,0.2,0,1200
1,61,500,120,0.2,3.44998e-07,1200
1,61,500,120,0.2,6.89996e-07,1200
1,61,500,120,0.2,1.034994e-06,1200
1,61,500,120,0.2,1.379992e-06,1200
1,61,500,120,0.2,1.72499e-06,1200
1,61,500,120,0.2,2.069988e-06,1200
1,61,500,120,0.2,2.414986e-06,1200
1,61,500,120,0.2,2.759984e-06,1200
1,61,500,120,0.2,3.104982e-06,1200
1,61,500,120,0.2,3.44998e-06,1200
1,61,500,1200,0,0,1056
1,61,500,1200,0,3.44998e-07,696
1,61,500,1200,0,6.89996e-07,678
1,61,500,1200,0,1.034994e-06,666
1,61,500,1200,0,1.379992e-06,656
1,61,500,1200,0,1.72499e-06,647
1,61,500,1200,0,2.069988e-06,640
1,61,500,1200,0,2.414986e-06,633
1,61,500,1200,0,2.759984e-06,627
1,61,500,1200,0,3.104982e-06,621
1,61,500,1200,0,3.44998e-06,615
1,61,500,1200,0.001,0,1200
1,61,500,1200,0.001,3.44998e-07,707
1,61,500,1200,0.001,6.89996e-07,688
1,61,500,1200,0.001,1.034994e-06,674
1,61,500,1200,0.001,1.379992e-06,664
1,61,500,1200,0.001,1.72499e-06,655
1,61,500,1200,0.001,2.069988e-06,647
1,61,500,1200,0.001,2.414986e-06,640
1,61,500,1200,0.001,2.759984e-06,633
1,61,500,1200,0.001,3.104982e-06,627
1,61,500,1200,0.001,3.44998e-06,622
1,61,500,1200,0.005,0,1200
1,61,500,1200,0.005,3.44998e-07,755
1,61,500,1200,0.005,6.89996e-07,727
1,61,500,1200,0.005,1.034994e-06,709
1,61,500,1200,0.005,1.379992e-06,696
1,61,500,1200,0.005,1.72499e-06,685
1,61,500,1200,0.005,2.069988e-06,676
1,61,500,1200,0.005,2.414986e-06,667
1,61,500,1200,0.005,2.759984e-06,660
1,61,500,1200,0.005,3.104982e-06,653
1,61,500,1200,0.005,3.44998e-06,646
1,61,500,1200,0.01,0,1200
1,61,500,1200,0.01,3.44998e-07,824
1,61,500,1200,0.01,6.89996e-07,781
1,61,500,1200,0.01,1.034994e-06,757
1,61,500,1200,0.01,1.379992e-06,739
1,61,500,1200,0.01,1.72499e-06,725
1,61,500,1200,0.01,2.069988e-06,713
1,61,500,1200,0.01,2.414986e-06,703
1,61,500,1200,0.01,2.759984e-06,694
1,61,500,1200,0.01,3.104982e-06,686
1,61,500,1200,0.01,3.44998e-06,679
1,61,500,1200,0.05,0,1200
1,61,500,1200,0.05,3.44998e-07,1200
1,61,500,1200,0.05,6.89996e-07,1200
1,61,500,1200,0.05,1.034994e-06,1200
1,61,500,1200,0.05,1.379992e-06,1200
1,61,500,1200,0.05,1.72499e-06,1200
1,61,500,1200,0.05,2.069988e-06,1200
1,61,500,1200,0.05,2.414986e-06,1200
1,61,500,1200,0.05,2.759984e-06,1200
1,61,500,1200,0.05,3.104982e-06,1200
1,61,500,1200,0.05,3.44998e-06,1200
1,61,500,1200,0.1,0,1200
1,61,500,1200,0.1,3.44998e-07,1200
1,61,500,1200,0.1,6.89996e-07,1200
1,61,500,1200,0.1,1.034994e-06,1200
1,61,500,1200,0.1,1.379992e-06,1200
1,61,500,1200,0.1,1.72499e-06,1200
1,61,500,1200,0.1,2.069988e-06,1200
1,61,500,1200,0.1,2.414986e-06,1200
1,61,500,1200,0.1,2.759984e-06,1200
1,61,500,1200,0.1,3.104982e-06,1200
1,61,500,1200,0.1,3.44998e-06,1200
1,61,500,1200,0.15,0,1200
1,61,500,1200,0.15,3.44998e-07,1200
1,61,500,1200,0.15,6.89996e-07,1200
1,61,500,1200,0.15,1.034994e-06,1200
1,61,500,1200,0.15,1.379992e-06,1200
1,61,500,1200,0.15,1.72499e-06,1200
1,61,500,1200,0.15,2.069988e-06,1200
1,61,500,1200,0.15,2.414986e-06,1200
1,61,500,1200,0.15,2.759984e-06,1200
1,61,500,1200,0.15,3.104982e-06,1200
1,61,500,1200,0.15,3.44998e-06,1200
1,61,500,1200,0.2,0,1200
1,61,500,1200,0.2,3.44998e-07,1200
1,61,500,1200,0.2,6.89996e-07,1200
1,61,500,1200,0.2,1.034994e-06,1200
1,61,500,1200,0.2,1.379992e-06,1200
1,61,500,1200,0.2,1.72499e-06,1200
1,61,500,1200,0.2,2.069988e-06,1200
1,61,500,1200,0.2,2.414986e-06,1200
1,61,500,1200,0.2,2.759984e-06,1200
1,61,500,1200,0.2,3.104982e-06,1200
1,61,500,1200,0.2,3.44998e-06,1200
1,61,1000,12,0,0,1153
1,61,1000,12,0,3.44998e-07,825
1,61,1000,12,0,6.89996e-07,813
1,61,1000,12,0,1.034994e-06,806
1,61,1000,12,0,1.379992e-06,800
1,61,1000,12,0,1.72499e-06,795
1,61,1000,12,0,2.069988e-06,791
1,61,1000,12,0,2.414986e-06,787
1,61,1000,12,0,2.759984e-06,783
1,61,1000,12,0,3.104982e-06,780
1,61,1000,12,0,3.44998e-06,777
1,61,1000,12,0.001,0,1200
1,61,1000,12,0.001,3.44998e-07,869
